age,balance,day,duration,campaign,pdays,previous
43,2145,25,291,2,95,4
63,91,26,128,3,-1,0
70,1853,26,314,1,-1,0
60,11262,26,323,1,-1,0
86,0,26,189,1,-1,0
72,1129,26,186,1,-1,0
60,108,26,624,1,-1,0
43,1696,26,257,1,474,3
57,854,27,700,4,92,1
28,223,27,157,2,119,1
36,40,27,259,3,475,4
66,2048,27,212,1,-1,0
33,3689,27,445,3,-1,0
36,539,27,398,2,477,1
29,590,27,81,1,94,1
62,780,28,162,2,-1,0
34,1464,28,207,3,130,5
29,1311,28,622,1,-1,0
30,7,28,173,1,164,4
32,636,28,370,1,116,4
39,24277,28,261,1,-1,0
55,1872,28,155,2,93,8
36,490,28,207,8,98,1
27,118,31,160,3,98,1
45,4119,31,473,2,283,1
55,1504,31,186,3,101,2
52,2087,31,267,1,474,1
49,5689,31,470,1,97,3
30,201,31,219,1,157,12
39,119,1,265,2,476,4
48,17964,1,120,1,98,5
36,1113,1,212,1,-1,0
27,1596,1,82,1,-1,0
51,2635,1,181,1,98,2
48,568,2,378,2,386,1
70,2626,2,140,2,-1,0
63,4752,2,233,2,-1,0
34,528,2,121,3,100,5
46,2552,3,260,1,94,8
31,3343,3,365,1,94,1
32,995,3,331,1,99,2
40,7968,3,733,1,93,1
30,0,4,316,3,-1,0
55,2587,4,328,2,94,2
57,6468,4,730,1,157,4
59,4744,4,879,1,-1,0
26,1231,4,230,1,93,7
73,3443,4,770,3,-1,0
30,2568,4,563,1,100,4
64,1644,7,569,4,-1,0
36,1354,7,281,3,97,2
55,602,7,350,1,98,5
63,1795,7,219,1,-1,0
52,0,7,211,1,294,1
34,268,7,587,1,-1,0
36,52,7,351,1,95,6
31,924,7,231,1,94,3
47,3033,8,293,1,-1,0
50,6574,8,495,1,92,3
70,0,8,206,1,-1,0
18,108,8,169,1,-1,0
33,409,8,165,1,97,4
24,726,8,445,2,-1,0
25,1871,8,260,1,96,1
26,1094,8,137,1,-1,0
32,2915,8,519,1,131,2
25,480,8,140,1,-1,0
58,1227,8,400,2,95,1
42,1205,8,376,2,-1,0
30,161,8,298,3,-1,0
76,802,9,475,5,-1,0
79,723,9,276,1,79,3
70,6538,9,394,1,-1,0
30,147,9,234,1,100,1
60,0,9,408,1,-1,0
51,1416,9,345,1,-1,0
71,14220,9,397,1,-1,0
31,12569,9,344,1,295,1
32,555,9,344,1,-1,0
34,158,9,278,2,132,4
28,261,9,259,2,98,4
45,786,10,84,3,-1,0
53,27,10,230,3,-1,0
38,0,11,260,3,95,3
56,2815,11,212,1,-1,0
42,3082,11,285,1,-1,0
47,1233,11,91,1,100,2
73,739,11,210,1,-1,0
46,640,11,108,2,129,2
73,1843,11,106,2,-1,0
28,322,11,240,2,95,3
46,7331,11,658,4,95,2
74,1765,11,290,2,-1,0
71,1236,14,335,4,-1,0
41,6046,14,185,2,-1,0
73,934,14,961,5,-1,0
47,1013,15,170,1,92,3
49,596,15,722,1,-1,0
40,4775,15,215,1,-1,0
57,3109,15,107,2,105,2
50,388,15,173,2,99,4
34,262,15,89,2,106,1
56,654,15,875,1,-1,0
32,1855,15,126,2,134,1
50,810,15,91,1,103,3
54,1664,15,106,1,105,3
26,362,15,925,1,104,2
40,1293,16,1702,3,105,2
29,874,16,152,1,103,1
52,10943,16,292,1,-1,0
38,4539,16,387,1,-1,0
46,2817,17,543,1,-1,0
26,1646,18,890,5,-1,0
25,808,18,267,2,114,2
70,44,18,1104,2,88,2
83,425,22,773,1,92,2
43,2367,22,83,1,113,3
45,10252,22,173,1,141,2
37,1000,22,239,1,99,2
71,4380,22,369,1,-1,0
27,20585,23,299,1,100,1
47,2601,24,261,1,-1,0
42,238,25,692,1,-1,0
77,0,25,210,1,-1,0
61,3371,28,299,2,-1,0
57,10583,28,341,3,98,3
34,16,29,316,1,119,1
40,1451,30,117,1,121,1
84,0,30,992,2,-1,0
26,132,1,194,1,119,1
37,189,1,238,1,107,2
47,288,1,101,1,-1,0
37,1027,1,137,1,119,1
28,6784,1,502,1,115,3
54,1464,2,194,2,94,1
54,8295,2,849,2,119,1
61,2917,6,215,1,-1,0
30,158,6,144,1,-1,0
60,1588,6,728,1,-1,0
44,282,6,296,3,-1,0
33,5437,7,201,1,58,3
25,1185,7,290,1,114,1
54,895,7,335,1,-1,0
24,1857,8,147,1,92,5
36,4596,8,234,2,175,2
58,565,8,153,1,93,1
33,1781,8,611,2,183,1
27,3415,9,266,3,184,1
60,12039,12,261,1,187,1
56,12,12,511,3,187,1
25,139,12,138,1,-1,0
21,2488,12,180,1,-1,0
73,7111,12,146,1,-1,0
67,361,13,411,2,-1,0
51,2109,13,79,2,-1,0
48,1093,13,1226,2,-1,0
35,2646,13,221,1,182,1
61,6,13,210,1,182,2
35,670,13,301,2,-1,0
36,592,13,204,2,99,5
83,1965,13,1003,3,-1,0
50,313,14,958,1,-1,0
66,40,14,290,2,-1,0
58,4198,15,441,5,246,5
30,536,15,244,1,105,1
54,1311,15,485,3,184,3
26,766,15,457,2,-1,0
43,2557,15,166,3,183,5
40,79,15,570,1,135,1
57,1318,16,115,1,185,2
75,3771,16,186,1,183,1
77,0,16,847,1,60,1
31,6138,16,154,2,119,5
22,129,16,258,1,-1,0
50,469,16,170,1,183,1
27,893,16,154,2,-1,0
73,519,16,434,1,57,1
37,4017,16,156,1,-1,0
44,643,16,324,1,143,3
40,2338,16,717,2,-1,0
61,0,16,136,2,-1,0
61,6481,19,131,1,-1,0
47,820,19,98,1,-1,0
47,1784,19,385,2,-1,0
76,1411,19,233,2,187,3
30,7529,19,328,1,-1,0
39,206,20,148,2,195,2
72,1388,20,513,1,-1,0
77,1807,20,373,1,-1,0
36,480,20,213,1,-1,0
65,571,20,349,1,183,2
54,3994,20,595,2,187,2
46,1693,20,427,1,-1,0
28,80,20,676,2,146,2
61,267,21,192,3,184,1
53,2581,21,828,1,189,1
27,1134,21,825,1,183,4
55,309,21,467,2,184,1
33,6807,21,512,2,184,1
87,6746,21,749,1,-1,0
57,375,21,135,1,-1,0
33,658,21,307,1,208,1
51,371,21,287,1,-1,0
76,2693,21,107,2,-1,0
19,329,22,252,2,-1,0
33,79,22,249,2,335,2
55,0,22,360,5,-1,0
31,6281,22,257,1,128,3
92,775,22,313,3,-1,0
30,411,22,127,3,149,2
68,2144,22,277,1,184,2
41,431,22,133,1,107,2
29,123,22,247,1,184,3
27,3792,22,504,1,183,2
78,4807,22,1002,4,-1,0
82,8603,22,306,3,107,1
29,2178,22,260,2,139,1
76,2991,22,344,1,183,1
38,4174,23,336,2,184,5
60,10925,23,270,3,185,1
33,2411,23,130,1,161,1
43,14646,23,210,1,-1,0
61,86,23,149,1,-1,0
43,11115,23,476,1,74,2
57,6900,23,255,4,185,2
33,5878,23,438,1,430,2
77,1780,23,221,2,183,3
35,183,23,281,1,52,4
59,3648,23,257,2,126,3
76,4112,23,282,2,-1,0
73,542,26,355,1,180,5
81,243,27,131,1,-1,0
41,942,27,143,1,188,1
57,254,27,207,1,-1,0
28,0,27,96,1,267,1
38,0,27,297,1,75,3
52,992,27,424,1,515,1
22,23,27,137,1,-1,0
53,732,27,759,2,-1,0
60,4629,27,624,1,-1,0
56,0,27,298,1,111,8
38,70,27,255,3,148,1
44,5063,27,418,2,-1,0
69,4572,27,146,2,56,1
36,129,27,149,1,-1,0
75,4984,28,509,1,-1,0
65,1004,28,371,1,-1,0
64,4787,28,501,1,-1,0
30,914,28,524,3,272,1
57,2326,28,207,1,194,1
31,81,29,164,2,-1,0
36,203,29,139,1,-1,0
64,3951,29,164,1,-1,0
54,240,29,142,1,-1,0
26,338,29,209,1,188,2
51,0,29,1707,2,-1,0
72,0,29,189,3,-1,0
30,944,29,251,2,-1,0
60,5,29,401,1,-1,0
30,697,29,215,3,80,5
66,1948,29,106,2,269,2
50,3654,29,215,2,78,2
47,551,29,124,1,-1,0
80,997,29,746,2,86,1
61,477,29,377,1,520,1
47,3663,29,424,2,213,3
30,853,29,279,1,148,1
21,8278,29,445,1,-1,0
62,7458,30,212,2,-1,0
26,44,30,217,1,-1,0
36,1193,30,640,1,-1,0
87,230,30,144,1,-1,0
61,8729,30,480,1,-1,0
70,2384,30,196,2,-1,0
60,3401,30,294,1,270,1
41,881,30,257,3,-1,0
22,1522,30,368,2,-1,0
60,4243,30,416,2,-1,0
54,473,2,182,1,81,1
35,5462,2,188,1,186,1
59,4412,2,162,2,-1,0
29,10332,2,46,3,-1,0
48,0,3,1233,1,351,2
37,238,3,149,1,-1,0
36,62,3,566,1,182,7
52,2398,3,412,1,-1,0
67,704,3,537,1,-1,0
36,506,3,217,1,70,2
64,2352,3,181,4,183,7
29,938,3,358,1,-1,0
27,1720,3,284,2,273,1
76,1492,3,383,1,-1,0
34,1778,4,358,1,162,2
54,0,6,464,5,192,8
67,942,6,455,2,84,2
24,556,6,368,2,80,2
53,10541,9,178,1,-1,0
33,1536,9,262,1,94,2
24,235,9,118,1,-1,0
32,935,9,165,1,91,7
60,10861,9,98,1,91,2
64,2331,9,201,1,-1,0
35,1228,9,696,2,88,12
24,125,9,263,1,90,1
42,2816,10,193,2,-1,0
40,0,10,147,1,96,8
33,22867,10,266,2,92,3
71,1311,10,301,2,91,1
52,94,10,293,3,190,10
47,0,10,213,1,190,1
49,3371,11,269,2,-1,0
26,943,11,166,1,195,1
40,9366,11,69,3,-1,0
32,6746,11,199,1,-1,0
33,1076,11,131,1,96,5
35,0,11,229,2,96,3
53,1624,11,166,3,97,7
20,801,11,244,2,-1,0
44,1070,11,172,1,91,5
21,123,11,513,1,91,1
36,3623,12,71,1,378,1
31,533,12,90,3,93,6
42,994,12,227,3,93,6
33,386,12,253,1,92,4
29,1026,12,226,1,92,1
30,2424,12,110,1,279,1
32,1331,12,126,1,92,5
54,2206,12,104,1,99,2
82,0,12,226,1,-1,0
47,4693,12,89,1,97,3
48,1230,12,169,1,196,2
77,3417,12,134,1,-1,0
38,1767,12,893,7,-1,0
27,5291,12,192,2,92,2
43,3403,12,707,2,97,2
33,133,12,627,2,192,1
27,4745,12,411,4,192,1
76,3324,13,122,1,92,3
81,5220,13,135,1,94,2
71,2600,13,186,2,98,1
39,260,13,226,1,94,4
18,608,13,210,1,93,1
58,462,13,495,1,93,1
44,14,13,167,1,92,1
67,1146,13,259,1,92,2
31,181,13,239,2,93,2
61,3114,13,381,1,-1,0
36,376,13,193,1,92,1
56,9367,13,271,2,92,4
24,382,13,256,2,92,3
33,920,16,130,1,95,2
34,129,16,295,1,200,2
58,169,16,301,1,94,3
64,679,16,167,1,-1,0
27,535,16,183,1,94,1
63,3115,16,432,5,-1,0
23,1234,16,250,1,-1,0
37,197,16,175,1,200,1
43,3186,16,380,1,88,1
35,3160,16,445,2,95,1
33,195,16,984,5,-1,0
75,6027,16,1248,2,94,2
40,764,17,85,1,-1,0
52,583,17,209,1,91,2
55,0,17,134,2,91,1
71,5715,17,747,2,-1,0
78,1204,17,135,1,-1,0
35,4922,17,393,4,201,17
52,234,17,255,1,-1,0
31,9421,25,372,1,-1,0
31,4198,25,234,1,-1,0
38,3576,25,349,2,183,1
28,1925,25,487,1,97,2
72,1129,25,208,1,91,1
29,265,25,414,1,184,1
46,38,25,541,1,-1,0
53,1982,27,160,1,-1,0
58,3399,30,1628,2,188,8
22,691,30,260,5,103,1
28,330,2,357,1,188,3
31,318,2,310,1,-1,0
26,644,2,346,1,-1,0
60,4,2,415,1,190,5
29,1165,3,244,2,184,1
36,4708,3,284,1,171,1
68,2820,3,154,1,97,2
48,1147,3,155,1,120,3
53,980,3,352,1,-1,0
39,2983,3,472,1,-1,0
28,339,3,350,1,182,1
72,1940,4,705,2,-1,0
29,1445,4,271,2,-1,0
26,294,4,208,2,-1,0
49,5887,4,439,3,185,5
43,11891,4,821,5,242,1
28,78,4,232,3,310,2
44,733,4,360,2,105,5
73,5028,4,696,10,-1,0
39,481,7,929,5,189,1
29,314,7,415,2,116,4
31,684,7,620,3,-1,0
30,1681,7,329,2,-1,0
50,10250,7,254,3,385,2
42,254,9,288,7,183,4
37,0,9,179,1,190,1
49,307,9,854,1,-1,0
59,957,9,479,2,-1,0
80,155,9,343,2,-1,0
86,614,9,595,1,-1,0
69,426,9,395,1,-1,0
79,8304,9,456,2,275,9
36,4721,9,149,3,-1,0
49,395,10,336,5,-1,0
69,3588,10,429,1,-1,0
66,2540,10,441,2,156,1
32,883,10,798,1,185,5
47,4402,10,805,1,190,1
58,256,10,422,1,188,3
64,43,10,232,1,-1,0
72,3856,10,582,4,115,1
79,3025,11,166,3,126,3
30,2326,14,420,1,175,2
36,925,14,321,3,189,4
53,1961,15,351,1,-1,0
34,2037,15,324,2,-1,0
29,459,15,279,3,189,19
29,572,16,314,1,195,1
81,452,16,443,1,-1,0
57,5313,16,283,2,196,1
72,1533,16,546,2,-1,0
34,1337,17,330,2,127,3
57,2986,17,222,2,231,1
66,1230,17,726,3,-1,0
27,538,18,170,4,197,2
50,5108,18,406,1,182,2
75,1341,18,415,7,-1,0
50,320,21,294,3,315,4
32,131,21,322,1,189,1
59,2074,21,467,1,186,2
68,1443,21,2062,2,257,1
31,3338,21,264,2,-1,0
64,661,21,367,2,294,2
30,7105,22,321,2,-1,0
60,3735,22,190,1,188,9
35,538,22,410,3,165,2
72,4657,22,305,3,309,5
30,5,23,282,1,203,1
52,230,24,422,2,-1,0
33,1808,28,250,3,-1,0
84,81204,28,679,1,313,2
43,3518,28,206,2,196,2
39,25,28,315,1,210,2
25,2551,28,400,3,-1,0
38,11303,28,473,2,216,2
44,2724,28,893,1,-1,0
20,755,29,284,1,-1,0
32,718,29,155,1,197,1
23,870,29,296,1,176,4
35,978,29,1370,3,209,3
61,544,29,63,3,200,9
46,461,30,369,2,-1,0
70,2795,8,301,2,-1,0
25,139,11,202,1,91,1
57,1044,11,585,1,192,2
55,1633,11,210,1,192,2
33,6513,11,170,1,343,1
73,1388,11,767,2,83,1
34,15,12,377,1,-1,0
31,2544,12,229,1,279,2
25,2007,12,265,2,-1,0
30,2166,12,316,2,-1,0
28,4579,12,409,2,-1,0
21,2488,12,661,2,92,1
87,2190,12,512,2,-1,0
22,254,13,143,2,-1,0
28,1579,13,163,1,91,3
31,330,13,260,1,194,2
60,938,13,380,3,-1,0
41,5372,13,248,3,-1,0
24,3176,13,108,2,-1,0
54,496,13,452,3,-1,0
35,0,14,187,7,-1,0
70,482,14,372,1,196,2
62,180,14,183,1,90,4
59,4198,14,309,1,91,10
48,817,14,517,1,282,4
45,5021,14,233,1,-1,0
36,991,14,589,2,-1,0
33,133,14,305,2,274,1
32,366,14,366,2,-1,0
60,979,15,295,3,347,1
39,2939,15,348,2,-1,0
37,4803,15,396,2,-1,0
85,1255,15,233,3,-1,0
79,8556,18,326,2,272,2
64,588,18,366,1,91,2
42,994,18,453,1,67,9
47,820,18,262,1,91,1
66,203,18,353,1,195,1
61,86,25,639,1,94,1
27,2855,25,240,1,301,3
63,474,25,423,1,-1,0
36,203,25,255,1,88,1
38,7005,25,696,1,202,2
92,775,26,164,4,96,3
77,4112,26,1616,1,95,2
30,255,27,143,1,-1,0
81,243,27,340,1,92,1
42,942,27,245,1,92,2
48,1180,27,142,1,238,3
52,992,27,342,1,92,2
38,70,27,164,4,92,4
61,4629,27,181,1,92,1
20,829,27,196,3,202,2
39,0,27,366,1,436,10
44,2776,27,701,1,-1,0
73,279,28,399,3,-1,0
36,129,28,918,1,93,1
48,157,28,417,4,-1,0
52,659,28,390,4,93,1
30,2493,28,293,2,-1,0
36,3949,28,130,2,-1,0
80,997,28,151,1,91,3
33,1699,28,202,1,83,3
56,1181,28,186,1,433,1
54,0,28,161,1,98,2
34,0,28,155,2,-1,0
66,1948,28,216,1,91,4
52,306,28,223,1,-1,0
60,18967,29,177,2,-1,0
28,261,29,254,3,142,6
56,694,29,144,1,102,1
36,202,29,313,1,120,3
45,4831,29,479,11,-1,0
60,264,1,265,1,-1,0
33,278,1,563,5,-1,0
77,7802,1,483,2,-1,0
66,3629,2,474,1,172,2
45,547,2,577,1,-1,0
30,4468,2,204,1,-1,0
56,1989,3,336,2,281,2
64,2645,3,219,2,-1,0
30,4060,3,179,1,93,1
33,303,3,355,1,301,5
72,2600,3,443,2,82,3
44,1818,3,508,1,92,4
37,728,3,129,1,174,2
52,955,3,153,1,48,3
37,265,3,140,1,366,2
34,123,3,301,3,-1,0
78,4807,3,892,2,104,4
45,205,3,373,1,92,1
68,2812,3,279,2,181,1
53,6571,3,208,1,-1,0
39,2758,4,658,3,-1,0
55,2037,4,305,2,94,3
32,0,4,233,3,276,2
76,2223,4,429,1,-1,0
35,1085,4,195,6,97,12
55,602,4,390,2,150,6
41,1646,4,261,1,184,6
35,415,4,649,1,176,1
80,2354,4,739,1,181,2
38,318,4,383,1,181,5
48,1730,4,489,1,178,2
25,448,5,151,1,297,1
36,994,5,195,1,176,5
29,19,5,110,2,64,2
58,1625,5,286,2,-1,0
46,1144,8,376,2,129,3
23,897,8,190,2,280,8
67,704,8,186,2,97,1
30,1996,8,1133,3,101,1
22,216,8,363,1,187,1
45,1206,8,309,1,446,3
40,1855,8,78,6,-1,0
35,62,8,469,2,185,2
33,1536,9,359,1,92,3
60,824,9,127,1,558,7
24,235,9,98,1,92,1
18,108,9,92,1,183,1
65,2331,9,290,1,92,1
27,390,9,120,2,104,2
35,-32,9,63,4,182,5
39,172,9,125,2,183,2
53,10541,9,164,2,92,1
23,480,9,742,2,182,1
34,2374,9,243,2,92,3
36,479,9,629,2,-1,0
52,94,10,153,1,92,13
36,417,10,151,1,-1,0
61,2557,10,158,2,92,5
58,589,10,511,3,183,6
48,201,10,406,2,92,2
34,2885,10,314,2,156,4
58,2155,10,135,2,92,5
39,902,10,691,2,180,5
44,1791,11,71,1,190,1
54,2206,11,449,1,91,3
27,5291,11,293,1,91,4
77,638,11,288,1,188,1
30,4448,11,112,8,-1,0
61,5267,11,226,3,-1,0
76,3324,11,309,1,90,4
28,61,11,253,1,174,4
35,0,11,391,2,92,5
59,116,11,268,1,183,7
42,413,11,456,2,184,2
35,353,11,352,1,183,1
71,1712,11,660,1,-1,0
60,523,11,467,1,182,3
34,1454,11,231,2,297,2
57,9367,11,981,1,90,6
75,291,11,515,1,183,1
64,846,11,671,1,181,3
36,341,12,419,2,183,1
29,113,12,328,2,183,4
34,13014,12,637,1,183,1
26,632,12,218,1,-1,0
41,27696,12,138,2,184,3
47,3715,12,171,2,182,4
52,4675,12,181,3,-1,0
32,3271,12,375,1,374,1
21,123,12,379,5,93,2
54,10185,12,251,1,186,3
29,1026,12,138,2,92,2
32,905,12,666,4,-1,0
38,775,12,1835,3,182,2
48,926,15,382,4,185,6
46,349,15,295,2,616,1
32,484,15,83,6,187,3
49,1830,15,136,1,-1,0
37,2987,15,93,1,91,9
37,197,15,531,1,91,2
23,431,15,201,3,186,2
58,169,15,216,1,91,4
45,226,15,91,4,185,6
30,2424,15,337,1,95,2
23,1234,15,379,1,91,1
34,271,15,308,1,94,4
27,-69,15,205,3,-1,0
28,1562,15,659,4,-1,0
61,52587,15,394,3,189,1
27,535,15,171,1,91,2
34,2159,18,386,1,-1,0
52,195,18,220,1,63,5
28,154,18,416,2,-1,0
35,681,18,737,1,561,2
66,2326,18,232,1,181,1
52,961,18,222,1,553,4
26,2532,18,269,1,-1,0
38,455,19,255,2,555,6
59,2013,19,222,4,94,2
47,1568,19,388,1,262,7
22,1215,19,145,3,192,1
82,121,19,330,1,-1,0
60,1,19,302,1,184,1
53,597,22,392,1,-1,0
39,763,22,543,1,189,1
27,326,22,326,1,-1,0
35,1380,23,155,1,-1,0
80,0,23,639,1,189,1
47,368,23,269,1,187,5
72,438,23,279,1,-1,0
45,483,23,95,2,265,11
37,7620,23,367,1,176,6
29,805,23,132,1,103,7
40,0,23,228,2,182,6
32,302,23,61,1,384,2
20,215,24,175,1,92,6
48,5473,24,127,2,184,2
60,106,24,137,1,187,4
70,2346,24,694,1,184,5
78,3219,24,151,1,-1,0
52,2227,24,242,2,-1,0
61,6610,24,481,2,-1,0
27,195,25,416,3,-1,0
63,973,25,318,1,388,1
59,7766,25,1422,1,461,1
22,948,25,169,1,191,3
66,2149,25,98,1,87,10
74,1413,25,385,2,-1,0
52,117,26,959,3,186,6
71,0,26,771,1,171,1
33,71,26,335,3,102,2
56,1938,26,229,1,192,4
30,5359,26,427,1,191,3
73,519,26,270,3,133,2
28,-46,2,525,1,89,11
27,1075,2,658,1,-1,0
38,91,2,207,1,-1,0
28,598,2,177,1,288,2
37,1027,2,313,1,152,2
47,235,2,136,2,203,1
60,2,2,228,4,390,2
42,4945,2,311,2,-1,0
27,311,2,187,3,322,1
25,154,3,141,1,180,2
90,712,3,557,1,-1,0
29,7585,3,145,2,198,1
29,2489,3,355,1,86,5
63,2896,4,180,2,-1,0
32,354,4,177,2,133,5
32,2667,4,251,1,181,4
42,144,4,148,1,87,4
26,760,4,456,2,281,5
73,1050,4,562,3,181,2
26,5296,5,229,1,205,1
60,12980,5,115,1,-1,0
25,509,5,418,1,-1,0
64,1644,5,341,4,179,4
68,451,5,373,1,-1,0
39,53,5,257,1,394,1
40,334,5,219,1,91,6
37,6771,5,319,1,-1,0
36,52,5,498,2,179,7
33,2240,8,264,2,278,1
83,4761,8,659,1,-1,0
31,1570,8,277,4,286,1
64,588,8,409,1,-1,0
59,957,8,301,1,89,2
33,224,8,241,2,-1,0
35,2161,9,139,2,181,3
69,426,9,225,1,90,1
31,147,9,469,1,181,2
73,508,9,176,1,-1,0
35,294,9,301,1,90,4
28,1825,9,236,1,-1,0
34,158,9,212,3,181,6
33,0,9,305,1,326,1
36,4721,9,288,2,90,3
44,282,9,700,2,154,3
19,108,9,273,2,182,1
28,187,9,295,1,-1,0
51,3764,9,450,3,181,6
52,1416,10,436,2,182,1
61,2801,10,239,1,-1,0
39,494,10,106,2,478,3
37,1978,11,335,1,-1,0
80,155,12,290,1,93,2
61,4608,12,212,1,-1,0
72,951,12,229,3,339,1
36,495,12,213,3,182,6
74,1843,15,192,1,185,2
35,262,15,427,1,181,3
82,0,15,506,2,195,1
71,3561,15,577,7,-1,0
38,465,16,180,1,302,3
38,76,16,261,1,-1,0
53,1796,16,295,1,91,2
29,874,16,231,1,181,2
64,2140,16,881,3,155,2
35,295,17,473,1,-1,0
35,304,18,237,1,-1,0
46,624,18,420,1,276,1
25,303,18,265,1,-1,0
46,273,18,910,2,184,4
59,3342,18,467,2,188,6
35,1227,18,593,4,90,6
22,283,22,254,2,-1,0
31,3384,22,247,3,187,3
43,2367,22,173,2,181,4
35,5958,22,215,1,-1,0
60,3735,22,248,1,90,10
54,2693,22,222,1,188,6
29,655,23,273,1,-1,0
30,1681,23,128,1,106,2
28,866,23,191,2,-1,0
43,774,25,101,1,421,1
37,2678,25,156,1,-1,0
62,3371,25,187,1,178,2
57,10583,25,272,1,178,6
33,4176,26,288,3,-1,0
47,334,26,360,1,326,8
39,393,26,281,1,-1,0
30,916,29,92,2,90,2
28,832,29,433,3,342,1
57,3287,30,277,2,337,1
23,488,30,236,1,92,2
56,1947,30,110,1,-1,0
44,558,31,262,2,-1,0
80,235,31,577,1,223,3
47,288,31,193,1,181,1
27,6036,31,175,1,181,1
26,3,1,149,1,350,1
50,0,1,280,1,184,3
84,81204,1,390,1,94,3
86,5236,1,558,2,-1,0
46,2466,1,216,3,370,1
45,1348,1,358,2,-1,0
60,7929,1,111,1,-1,0
47,70,5,144,4,374,2
53,459,5,558,1,-1,0
54,2102,5,547,1,626,2
19,394,5,327,3,-1,0
24,4126,5,907,4,185,7
39,224,5,208,1,-1,0
53,9001,5,170,1,-1,0
29,560,5,459,1,307,1
30,102,5,470,7,426,3
32,1088,6,317,1,363,2
33,562,6,196,1,363,1
33,718,6,122,1,98,2
57,230,6,177,2,210,3
27,-67,6,604,3,236,2
55,3848,8,222,2,-1,0
36,579,12,481,1,-1,0
26,1646,12,524,4,206,5
31,1229,12,176,1,-1,0
25,129,12,176,3,-1,0
49,197,13,223,1,182,2
30,3779,13,1093,1,-1,0
32,2016,13,232,1,348,1
36,436,13,567,1,595,2
38,413,13,240,1,179,2
45,116,13,122,1,-1,0
36,62,13,398,2,-1,0
23,107,13,256,5,181,2
38,497,14,173,1,-1,0
44,2557,14,250,1,181,8
35,2646,14,133,8,183,2
75,3771,15,185,1,181,2
26,1066,15,200,1,-1,0
59,1,15,159,2,378,3
30,232,15,141,1,-1,0
36,1177,15,330,1,311,4
39,603,15,214,1,-1,0
24,736,15,442,2,246,2
22,129,15,218,2,181,1
36,-115,16,297,4,182,2
22,104,16,330,3,-1,0
34,589,19,125,2,-1,0
22,3472,19,529,1,181,4
57,2845,19,1143,5,-1,0
30,7529,20,175,6,183,1
55,309,20,167,1,181,3
38,0,20,162,1,181,5
39,1672,20,462,1,648,1
38,1711,20,379,3,202,1
24,1295,21,476,1,-1,0
30,2046,21,595,3,254,1
29,455,21,403,1,-1,0
25,722,21,623,2,-1,0
52,371,21,224,2,182,1
62,997,22,554,1,304,2
40,206,23,499,6,185,4
76,820,23,263,4,-1,0
31,410,23,342,1,-1,0
42,1216,23,296,1,521,1
43,11115,23,291,1,182,3
73,796,23,888,1,182,3
41,5037,23,252,9,185,5
77,1780,23,361,2,182,5
46,429,26,465,2,369,2
35,2779,26,182,2,186,2
26,222,26,192,1,334,1
45,0,26,1472,1,192,4
29,1445,26,328,2,143,2
30,655,26,212,1,202,2
26,77,26,175,1,-1,0
63,115,27,325,1,180,7
37,2722,27,426,2,179,3
26,1438,27,321,1,449,1
54,140,27,473,2,182,2
30,915,27,370,1,-1,0
61,1058,27,159,3,-1,0
69,0,28,184,2,126,2
76,4984,28,403,1,182,1
30,697,28,545,2,181,8
64,4787,28,392,1,182,1
55,962,28,623,1,181,3
55,1320,28,387,2,-1,0
29,2955,29,226,2,-1,0
41,0,29,882,1,181,3
63,12067,29,660,1,191,1
45,3006,29,388,2,-1,0
32,388,29,250,3,-1,0
41,0,29,395,3,426,1
37,565,29,449,1,398,1
19,329,30,169,1,190,2
61,4243,30,315,1,182,2
40,72,30,463,1,-1,0
30,4328,30,262,3,189,11
54,395,30,183,1,183,2
49,0,30,551,1,-1,0
45,205,4,552,1,90,2
48,1730,4,361,1,89,3
60,5,4,494,1,95,2
34,1965,4,714,1,-1,0
29,19,4,268,1,88,4
77,7802,4,421,1,92,2
64,2352,4,153,2,182,11
80,155,4,209,1,53,3
26,401,5,188,2,-1,0
33,79,5,389,1,195,4
41,1646,5,258,1,90,7
28,437,5,338,1,-1,0
74,935,5,226,1,99,2
29,2929,5,232,1,89,4
72,2304,5,510,4,-1,0
18,348,5,443,4,-1,0
46,640,6,246,1,55,5
37,88,6,195,1,90,3
37,2283,6,243,2,98,2
32,473,7,292,3,-1,0
51,0,7,662,2,66,2
77,397,7,300,3,-1,0
35,62,7,226,2,88,4
53,3634,7,211,4,88,8
46,273,10,583,6,53,6
78,3417,12,309,1,181,1
34,133,12,171,2,181,3
54,1624,12,166,3,182,10
33,386,12,317,1,181,5
23,2530,12,411,1,-1,0
34,2838,13,620,3,-1,0
32,1026,13,289,1,-1,0
54,2206,13,260,1,91,4
40,260,13,306,1,181,5
63,0,13,263,1,181,2
37,2987,13,216,1,87,10
48,1230,13,328,2,182,3
28,2335,13,624,1,-1,0
35,8000,13,331,1,90,3
29,-27,13,270,1,-1,0
68,1146,13,356,1,71,5
53,1004,13,393,1,84,1
37,197,13,234,1,87,3
58,169,13,336,3,87,5
37,393,14,567,3,275,4
37,29,14,404,2,183,2
34,920,14,526,3,179,3
50,3608,14,196,8,182,4
56,870,14,220,1,179,1
57,9367,14,700,4,92,7
29,1374,14,1205,2,178,7
75,6027,14,809,1,179,4
24,1,14,396,5,-1,0
46,349,14,466,4,88,3
27,39,17,379,1,258,10
